time,instance,spotprice,lifetime,os,cpu,memory,disk,reward
1588459259.893864,c5.2xlarge,0.1232,0.8002821465113615,Linux/UNIX,8,16,400,0.14784
1588459410.6068184,c5d.4xlarge,0.2424,4.042599082307015,Linux/UNIX,16,32,800,0.29087999999999997
1588463210.913536,t3a.small,0.0064,0.04769350164431537,Linux/UNIX,2,2,100,0.00768
1588464009.8468468,c5.2xlarge,0.1232,0.6392824693715904,Linux/UNIX,8,16,400,0.14784
1588464109.023727,c5.2xlarge,0.1232,0.7835836688451105,Linux/UNIX,8,16,400,0.14784
1588466079.164689,t3a.small,0.0064,0.03505346175570282,Linux/UNIX,2,2,100,0.00768
1588468166.7957807,t3a.small,0.0064,0.030330053903556163,Linux/UNIX,2,2,100,0.00768
1588469922.1017063,t3a.small,0.0064,0.025633304000419663,Linux/UNIX,2,2,100,0.00768
1588471115.3762238,c5.2xlarge,0.1232,0.7719014486968737,Linux/UNIX,8,16,400,0.14784
1588471856.5600896,t3a.small,0.0064,0.023839010905331394,Linux/UNIX,2,2,100,0.00768
1588473538.6976264,t3a.small,0.0064,0.029461131578808374,Linux/UNIX,2,2,100,0.00768
1588473653.3255553,t3a.small,0.0064,0.046533797889315526,Linux/UNIX,2,2,100,0.00768
1588473736.657457,c5.2xlarge,0.1232,0.7620808477926556,Linux/UNIX,8,16,400,0.14784
1588474690.2857645,c5d.4xlarge,0.2424,4.054856290372694,Linux/UNIX,16,32,800,0.29087999999999997
1588475032.354549,t3a.small,0.0064,0.02965767342673939,Linux/UNIX,2,2,100,0.00768
1588475907.5828943,t3a.small,0.0064,0.03737579931937457,Linux/UNIX,2,2,100,0.00768
1588478629.239681,c5.2xlarge,0.1232,0.5064140033328911,Linux/UNIX,8,16,400,0.14784
1588479379.90953,c5.2xlarge,0.1232,0.8211699899165633,Linux/UNIX,8,16,400,0.14784
1588479411.7578611,c5.2xlarge,0.1232,0.6006113311490192,Linux/UNIX,8,16,400,0.14784
1588479951.1187267,t3a.small,0.0064,0.028143904155026152,Linux/UNIX,2,2,100,0.00768
1588480786.2862475,c5.2xlarge,0.1232,1.032107323433158,Linux/UNIX,8,16,400,0.14784
1588481255.1412458,t3a.small,0.0064,0.039621944353495774,Linux/UNIX,2,2,100,0.00768
1588485202.1842682,t3a.small,0.0064,0.048228908969226665,Linux/UNIX,2,2,100,0.00768
1588485308.036398,t3a.small,0.0064,0.03315979530511387,Linux/UNIX,2,2,100,0.00768
1588485525.3719087,c5.2xlarge,0.1232,0.6186112346048798,Linux/UNIX,8,16,400,0.14784
1588490293.217132,t3a.small,0.0064,0.029887484155268654,Linux/UNIX,2,2,100,0.00768
1588490979.8170798,t3a.small,0.0064,0.050708970929965354,Linux/UNIX,2,2,100,0.00768
1588492743.5761247,t3a.small,0.0064,0.05000225355139236,Linux/UNIX,2,2,100,0.00768
1588493059.160909,t3a.small,0.0064,0.03609873796231132,Linux/UNIX,2,2,100,0.00768
1588494790.4764528,t3a.small,0.0064,0.05043569821097486,Linux/UNIX,2,2,100,0.00768
1588495394.6688192,c5.2xlarge,0.1232,0.808245187679617,Linux/UNIX,8,16,400,0.14784
1588495780.2378922,t3a.small,0.0064,0.04707036119525705,Linux/UNIX,2,2,100,0.00768
1588495979.5864387,c5.2xlarge,0.1232,0.6730098120710936,Linux/UNIX,8,16,400,0.14784
1588496350.7611413,t3a.small,0.0064,0.032065301603612456,Linux/UNIX,2,2,100,0.00768
1588499764.2303755,t3a.small,0.0064,0.04649286359406435,Linux/UNIX,2,2,100,0.00768
1588501056.8506825,t3a.small,0.0064,0.0231577943347997,Linux/UNIX,2,2,100,0.00768
1588501863.7614474,t3a.small,0.0064,0.028503726601920975,Linux/UNIX,2,2,100,0.00768
1588508843.2487607,c5.2xlarge,0.1232,1.0407797751702235,Linux/UNIX,8,16,400,0.14784
1588509970.2575595,t3a.small,0.0064,0.025487120903537018,Linux/UNIX,2,2,100,0.00768
1588510244.4722822,t3a.small,0.0064,0.04995291844932791,Linux/UNIX,2,2,100,0.00768
1588512178.170269,t3a.small,0.0064,0.03426398409341005,Linux/UNIX,2,2,100,0.00768
1588514276.2727742,c5.2xlarge,0.1232,0.5037552015441392,Linux/UNIX,8,16,400,0.14784
1588516025.5569067,c5.2xlarge,0.1232,1.1558072409219178,Linux/UNIX,8,16,400,0.14784
1588520953.9198573,t3a.small,0.0064,0.032726560345377714,Linux/UNIX,2,2,100,0.00768
1588522855.2854748,t3a.small,0.0064,0.024631792199287846,Linux/UNIX,2,2,100,0.00768
1588525025.8701522,c5.2xlarge,0.1232,1.081189682737726,Linux/UNIX,8,16,400,0.14784
1588527575.4040864,c5d.4xlarge,0.2424,4.084425066134877,Linux/UNIX,16,32,800,0.29087999999999997
